ID,RougeMesuré,VertMesuré,BleuMesuré,Brightness,L21S_VDD2L_MEM_ENERGY_AVG_UWS,UFS(Disk)_ENERGY_AVG_UWS,S12S_VDD_AUR_ENERGY_AVG_UWS,Camera_ENERGY_AVG_UWS,GPU3D_ENERGY_AVG_UWS,Sensor_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS,Memory_ENERGY_AVG_UWS.1,Display_ENERGY_AVG_UWS,GPS_ENERGY_AVG_UWS,GPU_ENERGY_AVG_UWS,WLANBT_ENERGY_AVG_UWS,L22M_DISP_ENERGY_AVG_UWS,S6M_LLDO1_ENERGY_AVG_UWS,S8M_LLDO2_ENERGY_AVG_UWS,S9M_VDD_CPUCL0_M_ENERGY_AVG_UWS,CPU_BIG_ENERGY_AVG_UWS,CPU_LITTLE_ENERGY_AVG_UWS,CPU_MID_ENERGY_AVG_UWS,INFRASTRUCTURE_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS,CELLULAR_ENERGY_AVG_UWS.1,INFRASTRUCTURE_ENERGY_AVG_UWS.1,TPU_ENERGY_AVG_UWS,CPU_LITTLE_FREQ_KHz,CPU_MID_FREQ_KHz,CPU_BIG_FREQ_KHz,GPU0_FREQ,GPU_1FREQ,GPU_MEM_AVG,BATTERY_DISCHARGE_TOTAL_UA,BATTERY_DISCHARGE_RATE_UAS,TOTAL_DATA_WIFI_BYTES,AVG_SOC_TEMP,DIFF_SOC_TEMP,BATTERY__PERCENT,L21S_VDD2L_MEM_ENERGY_UW,UFS(Disk)_ENERGY_UW,S12S_VDD_AUR_ENERGY_UW,Camera_ENERGY_UW,GPU3D_ENERGY_UW,Sensor_ENERGY_UW,Memory_ENERGY_UW,Memory_ENERGY_UW.1,Display_ENERGY_UW,GPS_ENERGY_UW,GPU_ENERGY_UW,WLANBT_ENERGY_UW,L22M_DISP_ENERGY_UW,S6M_LLDO1_ENERGY_UW,S8M_LLDO2_ENERGY_UW,S9M_VDD_CPUCL0_M_ENERGY_UW,CPU_BIG_ENERGY_UW,CPU_LITTLE_ENERGY_UW,CPU_MID_ENERGY_UW,INFRASTRUCTURE_ENERGY_UW,CELLULAR_ENERGY_UW,CELLULAR_ENERGY_UW.1,INFRASTRUCTURE_ENERGY_UW.1,TPU_ENERGY_UW,C_ID,C_PL,M_ID,M_PL
888,47,178,34,9,1956.211166,26984.67529,4560.359325,20268.23866,52431.84194,11079.18182,11194.06535,116928.315,103947.5468,460.723432,192180.5747,195631.1147,50728.52999,121083.3171,31594.09561,18045.87588,352757.5774,207583.6083,86138.47388,128385.1453,5487.716518,0,30179.9495,0,913193,762089,1226652,682955,550533,467992576,-6000,590366.1379,0,44543.6,45,56,67187,922749,155922,700165,1806468,380147,403806,4069266,3644676,15795,6601182,6744383,1742695,4164462,1084165,622105,12112023,7299355,3148674,4471144,185312,0,1039562,0,15.06666667,33.23226667,287556.56,4511842.347
889,25,73,152,27,2113.269013,25851.20968,4687.963838,18590.0607,54192.32689,11409.14418,23468.4031,145338.4709,177854.5239,475.6341146,216300.6532,199879.0323,50627.39299,120099.3961,33095.07628,18331.29887,381160.1755,220647.7463,95040.56361,171559.9128,6992.612139,0,32904.81601,0,918875,810488,1261095,643986,568991,502919168,-6000,573205.7778,0,44370.375,549,55,68117,830043,151485,603332,1752254,367753,762717,4712050,5745030,15326,7012576,6387196,1633129,3876847,1067156,592197,12267292,7224491,3265589,5523463,223907,0,1057745,0,17.80666667,34.61653333,333173.2,4565400.827
890,168,40,230,62,1968.068942,31892.44135,4899.847085,25379.82932,29531.53887,11976.19721,19700.12558,197792.4902,514081.4697,477.9583177,89400.89986,233869.6055,55428.00798,167001.5056,35844.97089,27869.37751,398020.8424,632987.1597,572389.1345,169010.6654,6636.284548,0,36171.44049,0,1615989,281712,1251393,327817,250906,442617856,-8000,1029326.577,0,44935.14286,1514,55,59102,954056,146950,763942,888982,359256,599393,6001183,15418636,14363,2712127,7042876,1663425,4992928,1077828,836591,11841594,18875892,16891875,5038025,186257,0,1092481,0,52.92666667,68.73,353538.9867,4578441.04
891,151,208,114,98,2296.158646,30654.08759,4695.931836,24566.37903,29324.20048,11503.7866,9267.48452,91511.01655,531021.7801,473.4997449,86378.78987,237079.306,55676.37667,117413.7629,33683.67811,19658.40069,334302.4075,299769.0283,248504.2693,89160.20409,5859.988325,0,35303.45943,0,1152729,1785105,1240518,340756,260266,503566336,-4000,644587.8636,0,44708.33333,-390,54,60521,758153,117143,613470,738068,286286,233098,2300202,13264590,11835,2158127,5948294,1392255,2943648,845582,491404,8299965,7617238,6428041,2216968,155779,0,880072,0,29.84,47.52346667,260054.0267,4491348.027
892,106,237,90,91,2068.582413,28772.74228,4585.713491,23829.45668,53897.05808,11311.19071,20822.04439,134543.2968,443500.5051,469.1077065,226445.0324,209062.3538,53786.93216,126380.9552,32505.21249,18695.48801,372561.3585,234400.601,148080.6242,153850.1675,5265.974967,0,31573.81591,0,1014075,982185,1258004,667199,578014,487063552,-6000,760237.08,0,43929.85714,733,54,61814,861944,137516,713569,1592474,338683,615651,3973411,13281537,14045,6600153,6236732,1610420,3783894,974863,561329,11150414,7034402,4377256,4612483,157204,0,948851,0,17.77181208,36.48966443,272874.5503,4411308.993
893,138,22,121,57,2326.536042,30724.91366,5026.634759,22256.40978,61440.50601,12369.04971,38553.69026,250508.4702,210034.2524,498.7829908,253547.5671,252439.8844,51595.30133,162466.0078,36763.29358,30708.56002,454895.3912,834597.8649,653194.2014,209964.6323,4631.923792,0,41313.45835,0,2277318,82971,1333823,698326,621691,539516928,-10000,1146922.846,0,45649.33333,2795,53,72013,940212,155686,690955,1903765,382355,1187637,7715196,6475358,15418,7775374,7748090,1590339,5008309,1136461,947245,13844306,25676825,19714912,6445226,156571,0,1270378,0,64.74496644,77.93557047,438203.5705,4631988.188
894,95,214,126,63,2068.731334,29131.69838,4789.327057,20597.5274,58000.19526,11560.17457,15740.44759,140251.3088,346014.7822,477.1261428,217297.7238,206204.0112,48075.63173,126039.7792,33308.96607,19511.52624,391655.5006,287106.5862,288855.2539,143511.9945,5137.052469,0,32900.04422,0,991040,1558498,1274550,709097,587890,468975616,-6000,770667.6897,0,46095.71429,-72,52,67594,938368,156731,676021,1885038,378578,512553,4576354,11376872,15613,7128163,6733050,1575557,4137270,1091733,641737,12716275,9461643,9533850,4704547,174215,0,1076504,0,38.11409396,53.57550336,327027.4362,4570778.577
895,212,8,234,96,2083.574053,29382.07253,4863.548757,20793.07401,59213.39203,11809.23063,13689.26598,140551.8192,812224.2946,485.3581539,220108.1084,222347.7649,53300.72014,134431.0071,33700.62047,19886.8164,400407.653,278715.249,296716.2307,142186.383,5598.764477,0,34034.69136,0,984691,1803119,1286500,714859,584590,487133184,-8000,894768.3333,0,45697,430,52,63774,881111,148203,634422,1810811,359908,432785,4314794,24753246,14822,6689713,6861737,1621426,4092991,1029174,605837,12164191,8378717,9093979,4357906,173549,0,1032642,0,38.89261745,53.68624161,341919.3826,4538419.329
896,156,235,189,0,2232.02438,28687.40496,4798.884247,20631.11281,57565.06298,11745.4196,26982.48968,154221.9772,813155.4845,484.9802471,235915.7633,198435.9389,50534.67346,130132.1516,34475.68789,20477.63646,396545.2983,324264.4743,401256.4242,157720.9811,6816.354119,0,33021.9478,0,1235815,2295446,1279141,681546,614334,501424128,-8000,1038738.966,0,45921.125,1050,51,76703,982398,165046,719328,1975576,404287,926188,5330954,28016657,16690,8164466,6813472,1743485,4495655,1189501,709505,13533438,11453249,13888784,5439771,226489,0,1141374,0,45.57333333,59.51593333,336540.88,4499074.107
897,25,183,207,71,3838.82425,28748.15889,4339.043079,22775.46402,15560.3303,10904.01219,6058.263331,63240.90386,556202.3421,448.7362743,35326.48015,205672.4866,49703.81468,104268.2123,31803.77019,18202.28616,246923.2883,251334.0238,190274.6344,64705.93997,5671.687198,0,30156.20754,0,952711,1512772,1224748,163152,126553,418496512,-6000,598359.2143,0,45391.16667,-997,51,125440,948921,144602,756280,522558,362590,214581,2149529,18578168,14955,1199166,6867328,1657754,3497867,1060634,612294,8291729,8629273,6447796,2268618,198695,0,1007377,0,28.88666667,44.88593333,241640.8267,4337300.133
898,81,173,92,97,2042.731967,27794.40837,4577.422725,20280.2113,54136.62844,11282.87057,19626.65148,137166.2672,342046.1769,465.1188717,215540.2872,251443.5758,50615.48572,121728.7059,32180.75101,18528.76919,379861.0465,221668.0229,133508.4846,146984.5723,7936.216697,0,31249.24572,0,968162,972007,1286624,677858,576939,485834752,-6000,750247.25,0,44430.875,1145,50,61051,822638,137110,607572,1626844,337593,578891,4090218,10232976,13913,6459906,7536618,1512562,3637760,964024,555232,11319261,6672214,3978146,4393459,218483,0,933895,0,19.60666667,37.49386667,315058.9333,4502643.013
899,57,37,125,76,2213.565446,27247.99342,4781.274834,19989.87014,58032.53471,11810.33325,26136.01338,155361.8663,226839.8011,484.853222,241553.7079,210116.7745,51559.59966,134788.0886,34561.85248,20611.28835,400593.098,342886.4819,462231.0395,175737.7404,5247.029637,0,35318.34832,0,1201788,2465318,1282486,672569,610879,518238208,-8000,860717.4444,0,45045.375,913,50,69938,854711,150720,633189,1838383,371930,825078,4908945,7144072,15301,7543916,6624473,1627041,4254033,1093473,649324,12654099,10803897,14610961,5548029,163871,0,1116826,0,43.0738255,55.82442953,340441.396,4597464.054
900,134,136,113,99,2461.3802,38623.28563,5840.60375,28884.04404,59230.29157,13638.93786,40924.13597,349011.0747,386142.0799,511.4130638,232843.1231,155107.2185,52747.2731,248477.6654,42779.32987,46065.61473,1282480.332,1179067.444,2836421.739,526042.9801,5583.824993,0,66896.15147,0,1847614,err,2617231,680348,602032,380153856,-18000,2187569.111,6948863,32579,9059,100,78948,1203991,187772,931017,1906187,435660,1319931,11181174,12375712,16400,7539998,4913776,1678029,7883818,1367600,1482023,40122372,37617974,87533086,16344048,171781,0,2146524,0,54.66,71.55253333,385772.72,4776303.413
901,168,163,17,1,2983.420903,36549.95219,6580.403919,28332.93467,91024.32968,14020.45602,36587.79108,238345.1452,92366.3453,580.8848767,399392.9377,211083.5982,52850.39982,185847.4366,42783.83731,29656.32382,1666523.776,487713.5556,1491054.946,358297.7037,6229.016156,0,64441.52908,0,1157842,3575668,2732257,883671,869268,507457536,-12000,1719564.571,2177135,41255.7,2970,100,89684,1083878,197817,855762,2739793,422992,1101350,7192605,2769893,17448,12022778,6287303,1584303,5563874,1286859,891679,48974781,14575950,45234142,10788890,178838,0,1949331,0,33.80666667,50.06853333,369168.7467,4765555.307
902,162,84,146,69,2714.383792,31939.81246,6112.748012,27334.24688,71533.19245,13219.36683,43767.80745,275608.4335,344651.9622,547.6702835,296555.9556,215527.1041,51696.47936,173351.9845,38661.10289,33381.9537,792890.1715,864880.6904,1033887.018,266061.6482,4675.360674,0,50896.43468,0,2324090,3174807,1812424,789981,741043,472924160,-12000,1397031,4424941,43130.4,2818,100,81289,951750,183168,821287,2135682,395406,1319068,8392376,10289434,16385,8858345,6503229,1544123,5224660,1162183,1015835,23622144,26514693,31014187,8072177,152890,0,1545020,0,62.44966443,77.95630872,419841.3691,4864314.926
903,71,66,175,85,2719.326897,29243.90993,5939.310705,23497.52952,73633.6119,12390.5242,33778.57851,194990.9373,396416.2707,549.0840761,308643.0372,226942.1597,50741.07083,125391.324,35142.80484,20202.86675,827896.9121,262385.0654,138856.5921,252139.5294,5326.385715,0,44486.6682,0,927745,926432,1876724,830512,798282,520781824,-6000,880377.375,5971913,44101.7,69,100,81126,859970,177710,700749,2199221,369599,1009865,5819495,11831813,16390,9209104,6724737,1512480,3755283,1048649,601184,24731415,7773324,4205805,7529979,186204,0,1329408,0,15.08666667,32.2386,376168.1333,4830471.653
904,146,48,152,83,4669.832814,30184.68773,5582.144048,25649.17265,29839.34156,11662.13042,9284.406866,87201.8981,372529.055,509.3894224,84496.87885,244460.4517,54524.72058,113692.1823,32998.43349,19284.7242,134886.9962,255755.37,265136.2556,86917.83032,5622.438345,0,31280.51642,0,1060308,1445687,763148,351587,268035,428548096,-6000,520504.5385,7372028,42894.6,-893,99,142445,897312,167710,767891,895977,350370,278711,2605321,11180591,15303,2515365,7180273,1638045,3408745,988974,575348,3929339,7596271,7856708,2555302,175653,0,933551,0,0,29.69872483,0,4723464.886
905,114,214,39,2,2237.550734,31720.251,5875.273934,27823.01236,44917.41117,12687.45981,27652.87889,150559.308,92285.06657,515.4454445,178501.3081,208710.9782,49569.48299,150817.6656,37566.4012,23677.39727,1173571.022,432854.1829,782331.4381,228848.3768,4694.969592,0,44067.99051,0,1112271,2976429,2249007,572032,472784,447725568,-8000,1024475.179,2721873,42938,3345,99,73107,1022260,191286,904161,1474982,412207,894498,4872829,3007220,16835,5859417,6718249,1613947,4857403,1220436,779401,35757523,14151182,26019634,7212171,182971,0,1396657,0,0,44.77342282,0,4820518.631
906,205,178,60,5,2056.776679,30840.59379,5589.69438,27875.53704,12624.87364,12326.06866,35670.25391,207476.1697,105284.566,497.0393605,26407.48329,208835.8918,53311.9785,158620.8043,35981.89393,27071.02426,896222.0681,567081.7992,686096.5611,204030.6829,5032.133646,0,35940.20165,0,1227584,3057114,1793784,82252,67776,424681472,-10000,1093102.429,2647068,44014.2,1649,98,70464,1046974,191676,951518,433485,422344,1226343,7266488,3613779,16982,930885,7170496,1816424,5481493,1234642,948359,30388960,20169715,24123250,7079756,178904,0,1249174,0,49.70469799,63.92624161,321294.4966,4822240.752
907,11,20,193,33,2740.328862,31835.73834,6201.503876,25179.6384,75640.53491,12842.10855,35444.51388,196277.984,230602.6127,561.5137309,313096.1089,234711.7983,53381.06196,129503.5825,36084.11235,21048.67618,827710.1719,275415.0515,170630.3433,217780.3019,4123.011885,0,41418.0404,0,1012302,1001198,1848251,851231,792463,529866752,-8000,862164.037,6282129,44428.42857,1242,98,82460,942765,185849,758465,2277894,385224,1065158,5908334,6923677,16887,9510050,7071878,1602610,3891535,1085212,632034,24900761,8183560,5116711,6531788,129092,0,1248969,0,17.78666667,36.39473333,344055.2,4900451.333
908,72,13,163,63,2733.936957,32846.26554,6222.137044,28538.08544,70242.55703,13441.8059,45130.05542,283754.8913,272252.2723,553.0975425,287877.0185,209596.7699,51643.28611,178710.9413,40288.26769,35282.65711,744471.3251,902448.8411,1099659.997,253841.5177,5839.784224,0,52663.84878,0,2174241,4160577,1707444,769785,707161,476368896,-14000,1405434.929,2645685,46095.5,3263,97,92879,1128910,211996,976257,2359427,459463,1534282,9675848,9605992,18864,9716351,7229845,1757249,6071110,1371157,1188087,24578798,29923508,35923886,8585290,190514,0,1793271,0,62.37583893,77.77395973,412977.2886,5019232.617
909,168,26,59,17,2310.120883,29378.04178,6079.647634,23761.92098,52900.57038,12731.06162,23037.77275,210548.984,116785.5437,530.0293686,204051.4602,223942.4875,51090.12169,157211.1117,36030.85415,28315.61241,353130.9115,682389.3102,512561.7044,176604.7633,5390.376867,0,39442.01591,0,1993306,err,1126656,626103,530162,473870336,-6000,905902.6296,4115575,46118,1194,97,69501,876634,182725,716685,1582658,382561,695194,6371587,3504930,15952,6143065,6634143,1537473,4751214,1085490,854426,10597939,20481433,15647750,5328213,175101,0,1192124,0,63.65771812,77.21087248,397399.5168,4871630.899
910,122,69,112,10,2209.896265,29777.40919,5682.993294,26201.34608,44915.24705,11772.46809,13733.64966,109532.6081,107423.54,512.0573842,167762.5238,212294.6667,52779.42438,123352.9534,32871.29857,19002.58284,309416.6834,226933.4541,108046.2515,129141.3098,3856.517818,0,30962.34699,0,1002583,832453,1098553,585714,487110,447471616,-4000,527844.5862,3263780,45907.8,-978,96,74480,998804,191773,883533,1511480,397428,474458,3759283,3698074,17271,5681994,7159723,1782641,4173006,1110380,646938,10424882,7839391,3866979,4465876,146547,0,1050403,0,16.77181208,36.19073826,257709.745,4865897.745
911,39,49,156,94,2356.736213,26422.72537,5753.430888,21062.93683,51360.5193,12047.12701,26920.00589,142176.5451,349667.9192,523.5879111,202306.5683,218050.5168,51752.15568,118726.3482,33619.86048,18844.89684,331801.3635,203348.9439,89386.09703,164496.407,4128.517099,0,32639.39311,0,956626,770208,1149911,588081,526557,523505664,-6000,614899.1429,3805531,44800.22222,413,96,70561,788062,172804,632270,1543335,361287,808549,4266088,10476148,15696,6105851,6527351,1552828,3561027,1008488,565994,9932888,6041415,2662383,4949696,132873,0,978415,0,18.41333333,35.2408,339195.1467,4847530.907
912,28,68,130,37,2183.453249,27161.8497,5704.077132,22673.46918,52218.78354,11777.66111,11219.09052,116813.57,175285.8023,506.7567303,190044.1896,216212.3605,52125.24026,124401.571,32113.41143,18825.65005,333443.9558,226914.8781,105089.2442,127231.4615,5034.882955,0,29823.54782,0,1000978,839363,1147083,654715,528835,491282432,-4000,568705.1071,4268516,44639.8,0,95,72052,891478,187476,750062,1719035,388222,382483,3909147,5869010,16716,6282063,7140379,1719655,4111629,1060537,625843,10926958,7806144,3587914,4302611,173190,0,988208,0,18.2,36.15806667,291499.8667,4889035.093
913,220,24,65,8,2302.759964,25926.8614,5718.109044,20213.76406,52735.69457,12044.5707,23821.87361,143380.5985,109576.4692,513.8803437,200116.2691,237771.1518,50058.19925,123647.1447,33481.80566,19259.18328,333569.4527,260620.7867,282829.6731,161021.1195,4881.086429,0,33570.92775,0,916255,699610,1147996,610319,530913,541450240,-6000,608437.25,8479063,44628.5,962,95,75646,850027,187531,670133,1730984,395382,796640,4736877,3619686,16883,6605886,7861312,1648575,4062957,1102055,635699,10939986,8670426,9414561,5331453,178805,0,1103931,0,39.25333333,54.57546667,364665.1467,5011715.68
914,192,218,237,16,2087.537772,27357.66701,5537.904443,23265.67634,44526.8281,11699.44943,12038.90631,110643.5291,238586.2339,495.4710648,149339.9629,207368.2965,51747.56103,110397.2159,32275.68129,18616.98896,316775.999,226427.6995,89397.02528,104546.6544,5244.862145,0,33387.00441,0,956413,787854,1141772,600745,478386,492470272,-4000,554499.8667,3259288,44511.6,-298,94,72534,951595,192025,810498,1555676,404677,428637,3894445,8204064,17161,5234816,7211636,1797232,3869493,1119740,652273,11060472,8138002,3323474,3759254,172984,0,1152814,0,14.48,33.40786667,274076.9333,4920520.053
915,152,75,31,72,2421.225425,28119.9007,5773.328188,23118.22225,56007.39547,12394.2019,36119.00091,222943.2555,187425.5419,521.9887131,224341.9275,219454.9978,50970.47953,153422.0181,35930.3139,28779.62466,369860.7145,744454.0691,523816.5082,208043.6139,4633.819409,0,40237.73702,0,2069427,err,1209256,633930,564848,534384640,-8000,998588.2069,5897424,45329.16667,2087,94,82109,955536,196313,794209,1873675,422365,1208215,7604038,7004095,17740,7465371,7452601,1735478,5248635,1221472,986255,12431619,25651342,18039074,7090614,151186,0,1383697,0,63.70666667,76.48166667,421410.6133,5021812.267
916,222,175,146,41,3825.453285,29267.47348,5504.702167,25543.64486,32583.50959,11487.96773,9301.157971,88120.09726,311085.2129,492.4140152,98985.71204,216745.3051,53497.21096,108179.3076,32724.6867,18840.84522,246843.387,241753.7068,89147.80108,83726.71721,5310.276034,0,33308.5987,0,1073192,754652,983968,419043,313968,488902656,-4000,476324.92,4501855,45519,-859,93,118033,863583,163971,758044,964246,342117,279265,2634770,9263440,14654,2934071,6420618,1594687,3228042,973848,562008,7339713,7227614,2655187,2511546,148668,0,987788,0,13.45333333,33.275,254521.9733,4851659.44
917,175,148,209,30,2132.117759,34384.59409,5497.420158,25511.03094,44988.47424,11646.72949,14161.4284,114605.0959,292605.4768,496.4063301,175491.7784,204410.9542,53320.57168,124334.0705,32284.95243,19252.09854,342054.3158,260941.7259,100579.008,130637.5076,4719.851786,0,29674.63367,0,1180965,779778,1191681,587810,488145,442163200,-4000,602421.7083,2191374,44120.66667,618,93,63732,990328,164352,763251,1341540,347390,420562,3399335,8745251,14829,5169471,6147690,1592654,3714709,965234,573281,10228200,7622843,2967035,3909163,136814,0,885602,0,15.55333333,37.0938,258975.3867,4871000.587
918,224,96,102,25,2128.95354,31702.26945,5764.868032,27857.03176,33168.38984,12389.70688,21069.27272,208371.1525,172436.769,508.9386018,100311.8489,214216.2117,56086.8661,164855.2487,36160.31567,28680.41943,391912.3225,658423.6178,578979.1084,174716.0503,4345.976276,0,37721.55433,0,1606215,446885,1246111,360832,275568,438038528,-8000,833772.25,2215571,44740.5,1712,93,63985,948162,173118,840676,997738,373909,631307,6246632,5177760,15317,3033629,6435712,1684804,4939162,1089507,863308,11763657,19588782,17138212,5184944,136734,0,1142857,0,52.9261745,69.24053691,354084.6711,4933155.919
919,25,137,36,5,2325.607162,27221.66434,5586.632572,20778.87443,55097.71718,11950.48513,25451.09844,146499.4094,93711.27444,514.1263224,220529.7369,209836.0643,50638.86761,118187.8752,33663.97667,19044.20699,380249.385,229765.9578,91452.51336,170653.2232,5229.04401,0,33914.6769,0,963132,777714,1280748,645814,569951,507011072,-4000,555428.1852,2417281,44876.5,412,92,69643,808059,167106,622293,1652519,358823,759886,4378011,2806491,15394,6576067,6357335,1517620,3540401,1007417,569923,11361369,6798912,2726994,5113715,153417,0,1013131,0,18.28666667,35.9646,333698.24,4865857.733
920,124,127,217,49,2411.728168,27586.01892,5764.04984,21994.15933,58684.56122,12309.77202,28408.17407,159164.549,393457.2405,525.709523,238323.5103,211800.4045,51331.78016,127099.3967,34948.8756,20012.78743,401745.2679,297270.4155,342339.5112,182529.95,4255.062268,0,36286.22896,0,880819,1966075,1279603,666294,600780,535650304,-6000,872858.7037,2031819,45012.83333,861,92,72389,821703,173353,660182,1759648,371003,846317,4766263,11823125,15807,7125665,6349508,1544258,3816569,1049918,600754,12064384,8742733,10042458,5453379,131265,0,1088412,0,37.61333333,52.60166667,357758.08,4964490.56
921,210,142,109,55,2366.78488,31490.38368,5729.844465,27926.17174,56143.42407,12397.56337,22909.9579,140830.2896,298350.8797,524.1574123,229010.0998,214237.2252,54520.04184,138618.6926,35314.2322,22149.04734,387025.4424,388467.2116,412492.2998,164850.0287,5093.541774,0,36487.23111,0,1442482,2331979,1248160,669972,581397,470700032,-8000,841481.1481,3350644,45497.5,668,91,71230,943091,172776,840799,1693247,373044,691589,4237215,8955738,15751,6903072,6379794,1641548,4161380,1061389,666351,11658503,11697217,12392739,4960770,147306,0,1100186,0,44.97333333,60.98306667,265826.2667,4885182.293
922,127,197,96,99,2323.324441,26703.96071,5576.049901,21013.51028,55185.92249,11948.15272,27581.20304,148645.365,429510.6821,508.8493139,224191.8918,215081.1179,47366.42026,112864.6153,33857.63655,18925.16556,378395.5366,210723.7436,93629.89262,168119.1884,4870.256284,0,33562.97569,0,972593,790341,1281772,638375,576342,545140736,-6000,684129.2143,3814809,45499,358,90,77338,897949,186487,707748,1838146,398121,912712,4971423,14672705,16990,7468210,7230511,1586052,3787778,1127704,633362,12603373,7182001,3319868,5594229,165159,0,1122653,0,18.61333333,35.08566667,342722.0533,5017395.307
923,56,219,53,62,2307.982672,28018.46429,5574.122376,22761.22375,54579.62368,12010.69322,25013.12285,145987.2049,275297.901,510.0503406,226925.8458,263564.8989,51829.61697,120801.0322,33584.40786,19284.05146,376683.2655,233208.9572,118362.7568,155351.3535,5900.646542,0,32633.82094,0,1002815,899070,1283263,655036,578804,520826880,-6000,644170.0345,11493507,45516.28571,716,90,77287,935771,187212,769048,1824275,402482,833651,4907130,9562763,17105,7632968,8850302,1741569,4067078,1127236,650840,12619170,8024464,4137382,5251708,202025,0,1095876,0,20.12666667,38.1044,321739.7333,4980089.333
924,14,58,239,27,4626.967918,29506.2267,5420.326863,25863.51228,30516.69125,11592.4814,8223.439103,83902.76083,271930.4232,494.5986114,85843.61366,212410.188,55579.1863,109707.146,33047.26279,18700.19729,253035.4998,224768.5075,80628.80784,70638.10666,4393.820839,0,32024.40153,0,1088086,738214,1029631,354100,270148,515883008,-4000,547309.4783,2805166,44724.33333,-690,90,120299,768029,142013,677872,802462,304978,220530,2225828,7156318,13004,2284835,5609098,1461352,2891134,866389,489662,6621898,5914642,2279137,1876674,115086,0,837623,0,11.35333333,31.4554,245048.48,4850540.56
925,78,182,56,14,2314.624557,27198.49373,5524.439471,20993.50312,56650.37501,11909.67285,29012.0777,157410.1975,118419.5008,502.7517284,229763.4749,256176.7932,47622.95225,119127.0832,33456.40236,19683.45085,386959.0148,303576.3569,340257.4195,165785.0047,4743.422274,0,33211.60624,0,1012093,2389566,1282218,668102,603302,544636928,-6000,841357.7241,9854946,44633.42857,1225,89,79344,933220,189084,731279,1932527,409627,993191,5428411,4184371,17256,7838638,8758198,1644619,4108893,1150375,679776,13153739,10656053,11798753,5706101,170280,0,1144915,0,39.2147651,53.85624161,341637.9597,5071159.57
926,240,194,124,89,2473.798447,30031.48629,5890.985356,24331.83457,59051.90229,12809.2189,35258.07824,234995.2458,580323.1301,532.350751,236558.2802,272204.1253,51723.78411,157886.0763,37064.9831,30336.09143,411428.6717,793745.8062,577529.8214,201402.1286,5949.42929,0,42463.04726,0,2248803,1451130,1285466,675331,589264,499908608,-10000,1143725.808,10598698,46276.28571,2315,89,77194,929811,182910,759926,1842534,398231,1116512,7341231,18000826,16530,7365911,8420769,1607510,4905122,1154553,945842,12757097,24842845,17873483,6284396,183015,0,1326085,0,64.25333333,78.0904,442317.0133,5094429.2
927,166,129,90,25,2208.183415,32717.10835,5639.68161,22974.82755,51872.26012,12134.88316,15040.06994,131690.9512,155428.3254,501.23163,200177.8155,207947.0097,50220.9867,133834.3595,34455.82993,21320.32302,343727.0971,355953.1672,405188.9837,141649.6765,4492.403248,0,35137.75085,0,1450900,2272646,1146827,637287,542334,481361920,-8000,741666.4667,2360211,46733.14286,263,88,75875,1167513,193653,796778,1780477,417751,520839,4572600,5567726,17241,6915121,7166043,1729379,4611209,1181215,741178,11750866,12619815,13995643,4873573,151207,0,1210120,0,45.75167785,61.95657718,298365.7987,4866505.772
928,109,105,13,35,2246.10277,28970.31659,5738.97566,23103.00097,54227.9812,12196.0408,21420.06326,200230.7646,131220.1774,505.8684498,202886.6692,226397.4171,49527.5136,154204.9571,35000.15595,28227.68455,339270.3772,714497.371,507581.3393,172130.4463,5015.052733,0,39613.92728,0,2091694,err,1151255,651057,532805,485376000,-8000,896350.1786,5840499,47026.85714,1504,88,66527,849303,169931,687262,1605655,362274,642748,5983488,3906576,14991,6115286,6734001,1467504,4573437,1039376,834995,10053185,21009606,15096426,5115380,141208,0,1177464,0,63.28,76.92133333,397760.24,4948359.6
929,230,174,99,97,3269.960049,27232.99202,5051.48403,23892.94161,10830.68338,10856.78834,5249.67004,47859.57426,507794.3332,465.9705391,17042.86986,198126.4844,51943.72183,92656.67846,30483.39803,17410.13759,5683.276499,189477.3817,39549.04053,49717.87415,4027.661386,0,26938.39652,0,1150969,542083,521750,100112,76360,474472448,-2000,377187.15,1874690,45419.66667,-1235,87,81364,667009,123518,584633,265486,265761,129849,1159465,12466359,11389,407636,4857441,1274784,2286247,749520,424745,142035,4589277,1063330,1210831,126562,0,656148,0,5.153333333,25.17426667,220010.56,4744646.267
930,112,92,121,31,2257.850734,33483.2175,5496.439713,21686.4923,57551.09952,11810.62052,23197.76719,150485.2032,165923.0676,502.2491977,221466.979,218198.7055,51662.47709,125508.0238,33540.01534,19665.66012,387347.9056,292167.1943,319230.3175,154687.8548,4412.402973,0,33321.77989,0,993670,1497634,1285543,689026,594079,510967808,-6000,773793.0345,4055194,44666.7,1966,87,77940,1117748,189124,757211,1974689,408391,815836,5238736,5968687,17307,7700807,7524403,1784520,4334883,1157981,683583,13258680,10219326,11016170,5397634,162332,0,1150398,0,38.16107383,54.51644295,319833.6107,4956383.705
